s_id,a_id,x,y
1025,-120,-1121.86,408.59
1025,-123,103.32,825.32
1025,-136,1205.67,345.62
1025,-138,-2563.61,1545.77
1025,-152,-1877.24,1511.13
1028,-5,2554.34,831.98
1028,-6,-2871.06,3523.92
1028,-14,3179.19,232.8
1028,-15,147.67,849.85
1028,-16,-81.11,2356.43
1028,-34,2762.81,1044.49
1028,-38,1295.8,-970.88
1028,-55,930.1,-3127.66
1028,-67,1490.25,-1199.04
1028,-68,2412.52,-926.72
1028,-69,-2750.42,3046.38
1028,-71,3151.35,-1901.74
1028,-82,-131.42,2465.74
1028,-88,2797.04,-69.54
1028,-95,4352.65,423.16
1028,-96,1678.56,-1167.47
1028,-99,1075.2,-989.97
1028,-101,-1482.53,2024.99
1028,-113,566.08,-3569.2
1028,-119,1144.22,-1021.82
1028,-121,1741.66,-863.05
1028,-131,1994.23,662.47
1028,-143,-1730.67,1726.12
1028,-145,2115.24,-1621
1028,-149,-2012.54,1797.58
1028,-151,2651.48,-1957.24
1028,-155,1200.69,-473.94
1028,-156,4092.6,-1003.65
1028,-159,-3643.84,1325.77
1028,-161,1317.75,-1400.23
1028,-165,4006.29,-2076.51
1032,-13,3580.43,114.67
1032,-28,3700.61,2246.83
1032,-38,581.45,2854.69
1032,-53,4109.3,108.84
1032,-55,215.74,697.9
1032,-58,3297.58,1604.06
1032,-67,775.9,2626.53
1032,-68,1698.17,2898.85
1032,-71,2437,1923.83
1032,-79,3540.61,48.5
1032,-88,2082.68,3756.02
1032,-96,964.21,2658.1
1032,-97,2564.1,-632.25
1032,-99,360.85,2835.6
1032,-113,-148.27,256.36
1032,-119,429.86,2803.74
1032,-121,1027.3,2962.52
1032,-124,4043.46,122.61
1032,-144,2905.73,979.41
1032,-145,1400.88,2204.57
1032,-151,1937.13,1868.32
1032,-155,486.33,3351.62
1032,-156,3378.25,2821.92
1032,-161,603.39,2425.34
1032,-165,3291.93,1749.06
1032,-167,1675.52,-1786.32
1037,-1,2699.4,-365.81
1037,-2,793.22,-618.48
1037,-10,859.71,-538.2
1037,-18,-623.36,1610.36
1037,-20,1115.82,-1153.37
1037,-24,-1324.23,-4266.36
1037,-25,-93.63,1123.4
1037,-26,80.09,637.13
1037,-27,-131.65,1295.68
1037,-29,346.56,833.61
1037,-33,1242.09,-92.96
1037,-36,1544.43,-1493.57
1037,-37,-1314.36,-4157.25
1037,-46,776.22,1108.65
1037,-49,271.48,1004.34
1037,-54,1187.78,1393.46
1037,-65,430.35,909.58
1037,-76,-2294.32,2869.72
1037,-86,3611.19,-16.29
1037,-90,2885.33,-1996.33
1037,-92,892.72,-548.35
1037,-103,3524.47,-1616.3
1037,-105,1893,-404.95
1037,-107,-2380.84,2175.39
1037,-108,42.06,1505.34
1037,-110,-2146.57,2559.82
1037,-118,1876.53,-389.31
1037,-120,-2037.39,2097.42
1037,-122,4382.51,246.44
1037,-123,-812.22,2514.15
1037,-129,4199.98,-287.39
1037,-136,290.14,2034.44
1037,-137,2871.89,-3228.13
1037,-140,3140.16,-3057.19
1037,-142,2233.33,-2570.06
1037,-147,2784.63,-1584.46
1037,-152,-2792.78,3199.95
1038,-3,1057.4,-1383.92
1038,-6,-808.41,-3436.48
1038,-11,-3310.72,637.74
1038,-44,-4267.61,963.56
1038,-47,-2066.56,-3353.82
1038,-48,-350.72,15.23
1038,-50,951.55,-227.51
1038,-60,-3703.01,1545.07
1038,-61,-1213.03,-2065.77
1038,-63,-2996.6,-2456.14
1038,-69,-687.77,-3914.02
1038,-91,1220.76,-1874.54
1038,-100,-620.98,-859.79
1038,-102,745.76,-855.19
1038,-104,377.66,-1154.71
1038,-106,1294.05,-1509.25
1038,-109,-980.11,-2845.27
1038,-117,-2941.79,-1942.98
1038,-127,-197.75,298.5
1038,-139,208.19,-998.47
1038,-150,1809.1,-2027.91
1038,-154,1411.86,-254.16
1038,-158,-184.87,-1506.51
1038,-163,589.15,-1507.69
1041,-7,-1389.27,2321.05
1041,-9,-1094.66,3869.86
1041,-19,-1721.62,-276.21
1041,-21,-1845.92,-519.59
1041,-31,1204.6,-3762.13
1041,-32,1451.62,-3342.82
1041,-42,1323.66,-3692.49
1041,-52,-342.33,-2308.41
1041,-59,-206.38,3235.51
1041,-73,-779.57,-1815.2
1041,-75,-657.14,-1636.31
1041,-84,1679.74,-4024.5
1041,-85,-2037.62,-373.78
1041,-89,-3583.81,-1284.99
1041,-90,-3172.87,1887.41
1041,-103,-2533.72,2267.44
1041,-111,-1012.07,-1342.2
1041,-112,265.83,-179.66
1041,-122,-1675.68,4130.18
1041,-125,-3469.73,-1422.81
1041,-129,-1858.21,3596.35
1041,-133,520.64,-3065.42
1041,-137,-3186.31,655.61
1041,-140,-2918.03,826.55
1041,-142,-3824.87,1313.68
1041,-147,-3273.56,2299.28
1041,-153,391.68,-2693.48
1043,-5,1032.98,-849.7
1043,-14,1657.83,-1448.87
1043,-15,-1373.69,-831.83
1043,-16,-1602.47,674.76
1043,-28,2893.61,-3260.41
1043,-34,1241.45,-637.19
1043,-38,-225.55,-2652.55
1043,-66,3819.36,-2295.77
1043,-67,-31.11,-2880.71
1043,-68,891.16,-2608.39
1043,-69,-4271.78,1364.71
1043,-71,1630,-3583.41
1043,-82,-1652.77,784.06
1043,-88,1275.68,-1751.22
1043,-91,-2363.25,3404.19
1043,-95,2831.3,-1258.51
1043,-96,157.21,-2849.14
1043,-99,-446.15,-2671.65
1043,-101,-3003.89,343.32
1043,-106,-2289.96,3769.47
1043,-119,-377.14,-2703.5
1043,-121,220.3,-2544.73
1043,-131,472.87,-1019.2
1043,-143,-3252.02,44.44
1043,-145,593.88,-3302.67
1043,-149,-3533.9,115.9
1043,-150,-1774.9,3250.82
1043,-151,1130.12,-3638.92
1043,-155,-320.67,-2155.62
1043,-156,2571.25,-2685.32
1043,-161,-203.61,-3081.9
1043,-165,2484.93,-3758.18
1049,-1,3604.91,2436.64
1049,-2,1698.73,2183.96
1049,-10,1765.21,2264.25
1049,-18,282.14,4412.81
1049,-20,2021.33,1649.08
1049,-24,-418.72,-1463.91
1049,-25,811.88,3925.85
1049,-26,985.59,3439.58
1049,-27,773.86,4098.12
1049,-29,1252.06,3636.05
1049,-33,2147.6,2709.49
1049,-36,2449.93,1308.88
1049,-37,-408.86,-1354.8
1049,-46,1681.73,3911.1
1049,-49,1176.99,3806.78
1049,-65,1335.86,3712.03
1049,-89,3379.89,-2366.29
1049,-90,3790.83,806.12
1049,-92,1798.23,2254.1
1049,-105,2798.5,2397.5
1049,-108,947.57,4307.79
1049,-118,2782.04,2413.14
1049,-125,3493.97,-2504.11
1049,-137,3777.39,-425.68
1049,-140,4045.67,-254.74
1049,-142,3138.83,232.39
1049,-147,3690.14,1217.99
1050,-5,278.18,1120.09
1050,-13,2018.63,-3422.78
1050,-14,903.03,520.92
1050,-15,-2128.48,1137.96
1050,-16,-2357.27,2644.55
1050,-28,2138.81,-1290.62
1050,-34,486.65,1332.6
1050,-38,-980.35,-682.77
1050,-53,2547.5,-3428.62
1050,-55,-1346.06,-2839.55
1050,-58,1735.77,-1933.4
1050,-66,3064.57,-325.99
1050,-67,-785.91,-910.93
1050,-68,136.37,-638.61
1050,-71,875.2,-1613.63
1050,-77,3535.63,-1464.98
1050,-79,1978.81,-3488.96
1050,-82,-2407.57,2753.85
1050,-88,520.88,218.57
1050,-94,3890.17,461.19
1050,-95,2076.5,711.27
1050,-96,-597.59,-879.36
1050,-97,1002.29,-4169.71
1050,-99,-1200.95,-701.86
1050,-101,-3758.69,2313.1
1050,-113,-1710.07,-3281.09
1050,-119,-1131.94,-733.71
1050,-121,-534.5,-574.94
1050,-124,2481.66,-3414.84
1050,-131,-281.93,950.58
1050,-143,-4006.82,2014.23
1050,-144,1343.93,-2558.05
1050,-145,-160.92,-1332.89
1050,-151,375.33,-1669.13
1050,-155,-1075.47,-185.83
1050,-156,1816.45,-715.54
1050,-161,-958.41,-1112.12
1050,-165,1730.13,-1788.4
1051,-19,-2170.54,1756.1
1051,-21,-2294.83,1512.72
1051,-31,755.69,-1729.82
1051,-32,1002.71,-1310.51
1051,-39,2793.88,-3009.49
1051,-42,874.75,-1660.18
1051,-51,2678.77,-3518.16
1051,-52,-791.24,-276.1
1051,-56,1904.8,-2249.82
1051,-62,1599.57,-2434.5
1051,-64,2648.72,-3666.36
1051,-72,2253.1,-3844.57
1051,-73,-1228.49,217.1
1051,-75,-1106.05,395.99
1051,-83,3066.47,-2261.62
1051,-84,1230.83,-1992.2
1051,-85,-2486.53,1658.53
1051,-87,603.6,-4393.87
1051,-89,-4032.72,747.32
1051,-93,2722.48,-3277.75
1051,-98,2029.51,-2999.12
1051,-111,-1460.98,690.1
1051,-112,-183.08,1852.65
1051,-125,-3918.64,609.5
1051,-128,1467.48,-2610.58
1051,-132,2872.46,-2853.65
1051,-133,71.73,-1033.11
1051,-137,-3635.22,2687.92
1051,-140,-3366.94,2858.86
1051,-148,131.4,-4008.63
1051,-153,-57.24,-661.17
1051,-157,2151.11,-2240.13
1051,-164,2000.04,-3140.73
1051,-166,2333.29,-2092.49
1063,-1,2973.21,-851.93
1063,-2,1067.03,-1104.61
1063,-10,1133.52,-1024.32
1063,-18,-349.56,1124.24
1063,-20,1389.63,-1639.49
1063,-25,180.18,637.28
1063,-26,353.89,151.01
1063,-27,142.16,809.55
1063,-29,620.37,347.49
1063,-33,1515.9,-579.08
1063,-36,1818.24,-1979.69
1063,-46,1050.03,622.53
1063,-49,545.29,518.21
1063,-54,1461.59,907.34
1063,-65,704.16,423.46
1063,-76,-2020.52,2383.59
1063,-86,3884.99,-502.42
1063,-90,3159.14,-2482.45
1063,-92,1166.53,-1034.47
1063,-103,3798.28,-2102.43
1063,-105,2166.8,-891.07
1063,-107,-2107.03,1689.27
1063,-108,315.87,1019.22
1063,-110,-1872.77,2073.7
1063,-118,2150.34,-875.43
1063,-120,-1763.58,1611.29
1063,-123,-538.41,2028.02
1063,-129,4473.79,-773.51
1063,-136,563.95,1548.32
1063,-138,-3205.34,2748.48
1063,-142,2507.13,-3056.18
1063,-147,3058.44,-2070.58
1063,-152,-2518.97,2713.83
1064,-1,3232.13,-1316.15
1064,-2,1325.95,-1568.83
1064,-10,1392.43,-1488.54
1064,-18,-90.64,660.02
1064,-20,1648.55,-2103.71
1064,-25,439.1,173.06
1064,-26,612.81,-313.21
1064,-27,401.08,345.33
1064,-29,879.29,-116.74
1064,-33,1774.82,-1043.3
1064,-36,2077.16,-2443.92
1064,-46,1308.95,158.31
1064,-49,804.21,53.99
1064,-54,1720.51,443.12
1064,-65,963.08,-40.77
1064,-76,-1761.6,1919.37
1064,-86,4143.91,-966.64
1064,-90,3418.05,-2946.67
1064,-92,1425.45,-1498.69
1064,-105,2425.72,-1355.29
1064,-107,-1848.11,1225.05
1064,-108,574.79,554.99
1064,-110,-1613.85,1609.47
1064,-118,2409.26,-1339.66
1064,-120,-1504.67,1147.07
1064,-123,-279.49,1563.8
1064,-136,822.86,1084.1
1064,-138,-2946.42,2284.26
1064,-142,2766.05,-3520.4
1064,-147,3317.36,-2534.8
1064,-152,-2260.05,2249.61
1065,-1,-3169.33,-1265.73
1065,-7,-1199.81,-2462.62
1065,-9,-905.2,-913.81
1065,-59,-16.92,-1548.16
1065,-86,-2257.55,-916.22
1065,-90,-2983.41,-2896.25
1065,-103,-2344.26,-2516.22
1065,-105,-3975.74,-1304.87
1065,-118,-3992.21,-1289.23
1065,-122,-1486.23,-653.49
1065,-129,-1668.75,-1187.31
1065,-147,-3084.1,-2484.38
1068,-5,532.01,3958.66
1068,-12,4099.84,-1094.05
1068,-13,2272.46,-584.21
1068,-14,1156.86,3359.49
1068,-15,-1874.66,3976.53
1068,-28,2392.64,1547.95
1068,-30,3979.9,-1286.47
1068,-34,740.48,4171.17
1068,-38,-726.53,2155.81
1068,-43,4141.21,-1084.37
1068,-53,2801.33,-590.05
1068,-55,-1092.23,-0.98
1068,-58,1989.6,905.18
1068,-66,3318.39,2512.58
1068,-67,-532.08,1927.64
1068,-68,390.19,2199.96
1068,-71,1129.02,1224.94
1068,-77,3789.45,1373.59
1068,-79,2232.64,-650.39
1068,-88,774.71,3057.14
1068,-95,2330.32,3549.84
1068,-96,-343.77,1959.22
1068,-97,1256.12,-1331.13
1068,-99,-947.13,2136.71
1068,-113,-1456.25,-442.52
1068,-119,-878.11,2104.86
1068,-121,-280.67,2263.63
1068,-124,2735.49,-576.27
1068,-131,-28.1,3789.16
1068,-144,1597.76,280.52
1068,-145,92.91,1505.68
1068,-151,629.15,1169.44
1068,-155,-821.64,2652.74
1068,-156,2070.28,2123.03
1068,-161,-704.58,1726.45
1068,-165,1983.96,1050.17
1068,-167,367.54,-2485.21
1069,-4,1915.74,-1478.11
1069,-12,718.01,-880.9
1069,-13,-1109.37,-371.06
1069,-14,-2224.97,3572.64
1069,-17,1363.95,-1088.4
1069,-28,-989.2,1761.1
1069,-30,598.07,-1073.32
1069,-43,759.38,-871.22
1069,-53,-580.5,-376.9
1069,-55,-4474.06,212.17
1069,-58,-1392.23,1118.33
1069,-66,-63.44,2725.73
1069,-67,-3913.91,2140.79
1069,-68,-2991.64,2413.11
1069,-70,1335.65,-1262.45
1069,-71,-2252.81,1438.09
1069,-77,407.62,1586.74
1069,-79,-1149.19,-437.24
1069,-88,-2607.12,3270.29
1069,-94,762.17,3512.91
1069,-95,-1051.51,3762.99
1069,-96,-3725.6,2172.37
1069,-97,-2125.71,-1117.98
1069,-116,1047.27,-1006.53
1069,-121,-3662.5,2476.78
1069,-124,-646.35,-363.12
1069,-134,1690.93,46.41
1069,-141,1526.76,-1179.74
1069,-144,-1784.07,493.67
1069,-145,-3288.92,1718.83
1069,-151,-2752.68,1382.59
1069,-156,-1311.56,2336.18
1069,-161,-4086.42,1939.6
1069,-165,-1397.87,1263.32
1069,-167,-3014.29,-2272.06
1072,-4,946.31,-1773.25
1072,-12,-251.43,-1176.04
1072,-13,-2078.81,-666.2
1072,-17,394.51,-1383.54
1072,-28,-1958.63,1465.96
1072,-30,-371.37,-1368.46
1072,-43,-210.06,-1166.36
1072,-53,-1549.94,-672.04
1072,-58,-2361.67,823.19
1072,-66,-1032.87,2430.59
1072,-68,-3961.07,2117.97
1072,-70,366.22,-1557.59
1072,-71,-3222.24,1142.95
1072,-77,-561.81,1291.6
1072,-79,-2118.63,-732.38
1072,-94,-207.27,3217.77
1072,-95,-2020.94,3467.85
1072,-97,-3095.15,-1413.12
1072,-116,77.84,-1301.67
1072,-124,-1615.78,-658.26
1072,-134,721.5,-248.73
1072,-141,557.33,-1474.88
1072,-144,-2753.51,198.53
1072,-145,-4258.36,1423.69
1072,-151,-3722.11,1087.45
1072,-156,-2280.99,2041.04
1072,-165,-2367.31,968.18
1074,-8,3215.51,-1626.3
1074,-22,2723.66,-1979.55
1074,-31,-38.54,671.4
1074,-32,208.47,1090.71
1074,-35,3098.73,-1406.21
1074,-39,1999.65,-608.27
1074,-40,1176.19,-2136.11
1074,-41,2227.87,-1579.48
1074,-42,80.52,741.04
1074,-44,3589.92,-397.82
1074,-51,1884.54,-1116.94
1074,-52,-1585.47,2125.12
1074,-56,1110.57,151.4
1074,-60,4154.52,183.69
1074,-62,805.34,-33.28
1074,-64,1854.49,-1265.14
1074,-72,1458.87,-1443.35
1074,-73,-2022.72,2618.33
1074,-75,-1900.28,2797.22
1074,-81,787.56,-3082.82
1074,-83,2272.24,139.6
1074,-84,436.6,409.03
1074,-87,-190.63,-1992.65
1074,-93,1928.25,-876.52
1074,-98,1235.28,-597.9
1074,-111,-2255.21,3091.33
1074,-112,-977.31,4253.87
1074,-128,673.25,-209.36
1074,-132,2078.23,-452.43
1074,-133,-722.5,1368.11
1074,-148,-662.84,-1607.41
1074,-153,-851.47,1740.05
1074,-157,1356.88,161.09
1074,-162,2696.28,-1112.49
1074,-164,1205.81,-739.51
1074,-166,1539.06,308.73
1081,-5,1951.28,1618.06
1081,-14,2576.14,1018.89
1081,-15,-455.38,1635.94
1081,-16,-684.17,3142.52
1081,-28,3811.91,-792.65
1081,-34,2159.75,1830.57
1081,-38,692.75,-184.79
1081,-55,327.04,-2341.58
1081,-58,3408.88,-1435.42
1081,-67,887.2,-412.95
1081,-68,1809.47,-140.63
1081,-71,2548.3,-1115.65
1081,-82,-734.47,3251.83
1081,-88,2193.98,716.54
1081,-95,3749.6,1209.25
1081,-96,1075.51,-381.38
1081,-97,2675.39,-3671.73
1081,-99,472.15,-203.88
1081,-101,-2085.59,2811.08
1081,-113,-36.97,-2783.11
1081,-119,541.16,-235.74
1081,-121,1138.6,-76.96
1081,-131,1391.18,1448.56
1081,-143,-2333.72,2512.2
1081,-144,3017.03,-2060.07
1081,-145,1512.18,-834.91
1081,-149,-2615.59,2583.66
1081,-151,2048.43,-1171.16
1081,-155,597.63,312.14
1081,-156,3489.55,-217.56
1081,-161,714.69,-614.14
1081,-165,3403.23,-1290.42
1086,-4,2174.79,-3628.42
1086,-5,-2590.77,2021.49
1086,-12,977.06,-3031.22
1086,-13,-850.32,-2521.38
1086,-14,-1965.92,1422.32
1086,-17,1623,-3238.72
1086,-28,-730.14,-389.22
1086,-30,857.12,-3223.64
1086,-34,-2382.3,2234
1086,-38,-3849.31,218.64
1086,-43,1018.43,-3021.54
1086,-53,-321.45,-2527.21
1086,-58,-1133.18,-1031.99
1086,-66,195.61,575.42
1086,-67,-3654.86,-9.52
1086,-68,-2732.59,262.8
1086,-70,1594.71,-3412.77
1086,-71,-1993.75,-712.22
1086,-77,666.68,-563.57
1086,-79,-890.14,-2587.55
1086,-88,-2348.07,1119.97
1086,-94,1021.22,1362.59
1086,-95,-792.46,1612.68
1086,-96,-3466.54,22.05
1086,-97,-1866.66,-3268.3
1086,-99,-4069.91,199.55
1086,-116,1306.32,-3156.84
1086,-119,-4000.89,167.69
1086,-121,-3403.45,326.47
1086,-124,-387.29,-2513.44
1086,-131,-3150.88,1851.99
1086,-134,1949.98,-2103.9
1086,-141,1785.82,-3330.06
1086,-144,-1525.02,-1656.64
1086,-145,-3029.87,-431.48
1086,-151,-2493.63,-767.73
1086,-155,-3944.42,715.57
1086,-156,-1052.5,185.87
1086,-161,-3827.36,-210.71
1086,-165,-1138.82,-886.99
1088,-3,1566.34,1862.68
1088,-6,-299.47,-189.89
1088,-15,2719.26,-2863.96
1088,-16,2490.48,-1357.37
1088,-47,-1557.61,-107.23
1088,-48,158.22,3261.82
1088,-50,1460.5,3019.08
1088,-61,-704.09,1180.83
1088,-63,-2487.66,790.45
1088,-69,-178.83,-667.43
1088,-82,2440.17,-1248.07
1088,-91,1729.7,1372.06
1088,-100,-112.04,2386.8
1088,-101,1089.06,-1688.81
1088,-102,1254.7,2391.4
1088,-104,886.6,2091.89
1088,-106,1802.99,1737.34
1088,-109,-471.16,401.33
1088,-117,-2432.84,1303.62
1088,-127,311.2,3545.1
1088,-130,-3700.84,-2203.94
1088,-139,717.14,2248.12
1088,-143,840.93,-1987.69
1088,-149,559.05,-1916.23
1088,-150,2318.04,1218.69
1088,-154,1920.8,2992.44
1088,-158,324.07,1740.08
1088,-159,-1072.25,-2388.04
1088,-163,1098.09,1738.91
1089,-5,-172.12,1167.46
1089,-13,1568.33,-3375.41
1089,-14,452.73,568.29
1089,-15,-2578.79,1185.33
1089,-16,-2807.57,2691.92
1089,-28,1688.51,-1243.25
1089,-34,36.35,1379.97
1089,-38,-1430.66,-635.39
1089,-53,2097.2,-3381.25
1089,-55,-1796.36,-2792.18
1089,-58,1285.47,-1886.02
1089,-66,2614.26,-278.62
1089,-67,-1236.21,-863.56
1089,-68,-313.94,-591.23
1089,-71,424.9,-1566.26
1089,-77,3085.33,-1417.61
1089,-79,1528.51,-3441.59
